Date of Sale,City,Department,Product,Sale,Predicted Sale,Flag
7/5/2015,B,Mens Upper,2886,Not Available,12,Forecast
7/12/2015,B,Mens Upper,2886,Not Available,13,Forecast
7/19/2015,B,Mens Upper,2886,Not Available,14,Forecast
7/26/2015,B,Mens Upper,2886,Not Available,14,Forecast
7/28/2013,C,Mens Upper,2886,1,0,History
8/4/2013,C,Mens Upper,2886,2,3,History
8/11/2013,C,Mens Upper,2886,0,1,History
8/18/2013,C,Mens Upper,2886,2,3,History
8/25/2013,C,Mens Upper,2886,0,1,History
9/1/2013,C,Mens Upper,2886,3,1,History
9/8/2013,C,Mens Upper,2886,0,1,History
9/15/2013,C,Mens Upper,2886,2,1,History
9/22/2013,C,Mens Upper,2886,0,1,History
9/29/2013,C,Mens Upper,2886,0,1,History
10/6/2013,C,Mens Upper,2886,0,1,History
10/13/2013,C,Mens Upper,2886,0,0,History
10/20/2013,C,Mens Upper,2886,0,0,History
10/27/2013,C,Mens Upper,2886,0,1,History
11/3/2013,C,Mens Upper,2886,0,0,History
11/10/2013,C,Mens Upper,2886,0,1,History
11/17/2013,C,Mens Upper,2886,0,1,History
11/24/2013,C,Mens Upper,2886,0,1,History
12/1/2013,C,Mens Upper,2886,0,0,History
12/8/2013,C,Mens Upper,2886,0,0,History
12/15/2013,C,Mens Upper,2886,0,0,History
12/22/2013,C,Mens Upper,2886,0,0,History
12/29/2013,C,Mens Upper,2886,0,0,History
1/5/2014,C,Mens Upper,2886,0,1,History
1/12/2014,C,Mens Upper,2886,0,0,History
1/19/2014,C,Mens Upper,2886,0,1,History
1/26/2014,C,Mens Upper,2886,0,0,History
2/2/2014,C,Mens Upper,2886,0,0,History
2/9/2014,C,Mens Upper,2886,0,0,History
2/16/2014,C,Mens Upper,2886,0,0,History
2/23/2014,C,Mens Upper,2886,0,1,History
3/2/2014,C,Mens Upper,2886,0,1,History
3/9/2014,C,Mens Upper,2886,0,0,History
3/16/2014,C,Mens Upper,2886,0,1,History
3/23/2014,C,Mens Upper,2886,5,3,History
3/30/2014,C,Mens Upper,2886,4,2,History
4/6/2014,C,Mens Upper,2886,0,1,History
4/13/2014,C,Mens Upper,2886,4,2,History
4/20/2014,C,Mens Upper,2886,2,2,History
4/27/2014,C,Mens Upper,2886,0,1,History
5/4/2014,C,Mens Upper,2886,1,3,History
5/11/2014,C,Mens Upper,2886,3,4,History
5/18/2014,C,Mens Upper,2886,0,0,History
5/25/2014,C,Mens Upper,2886,2,2,History
6/1/2014,C,Mens Upper,2886,1,2,History
6/8/2014,C,Mens Upper,2886,6,4,History
6/15/2014,C,Mens Upper,2886,3,4,History
6/22/2014,C,Mens Upper,2886,3,2,History
6/29/2014,C,Mens Upper,2886,1,2,History
7/6/2014,C,Mens Upper,2886,1,3,History
7/13/2014,C,Mens Upper,2886,0,0,History
7/20/2014,C,Mens Upper,2886,1,1,History
7/27/2014,C,Mens Upper,2886,0,1,History
8/3/2014,C,Mens Upper,2886,4,2,History
8/10/2014,C,Mens Upper,2886,2,1,History
8/17/2014,C,Mens Upper,2886,4,3,History
8/24/2014,C,Mens Upper,2886,2,1,History
8/31/2014,C,Mens Upper,2886,0,1,History
9/7/2014,C,Mens Upper,2886,0,0,History
9/14/2014,C,Mens Upper,2886,0,1,History
9/21/2014,C,Mens Upper,2886,1,0,History
9/28/2014,C,Mens Upper,2886,2,0,History
10/5/2014,C,Mens Upper,2886,1,1,History
10/12/2014,C,Mens Upper,2886,0,0,History
10/19/2014,C,Mens Upper,2886,0,0,History
10/26/2014,C,Mens Upper,2886,0,0,History
11/2/2014,C,Mens Upper,2886,0,0,History
11/9/2014,C,Mens Upper,2886,0,1,History
11/16/2014,C,Mens Upper,2886,1,0,History
11/23/2014,C,Mens Upper,2886,0,1,History
11/30/2014,C,Mens Upper,2886,0,0,History
12/7/2014,C,Mens Upper,2886,0,0,History
12/14/2014,C,Mens Upper,2886,0,0,History
12/21/2014,C,Mens Upper,2886,0,1,History
12/28/2014,C,Mens Upper,2886,0,0,History
1/4/2015,C,Mens Upper,2886,0,0,History
1/11/2015,C,Mens Upper,2886,0,0,History
1/18/2015,C,Mens Upper,2886,0,0,History
1/25/2015,C,Mens Upper,2886,0,0,History
2/1/2015,C,Mens Upper,2886,0,0,History
2/8/2015,C,Mens Upper,2886,0,0,History
2/15/2015,C,Mens Upper,2886,0,0,History
2/22/2015,C,Mens Upper,2886,0,0,History
3/1/2015,C,Mens Upper,2886,0,1,History
3/8/2015,C,Mens Upper,2886,0,0,History
3/15/2015,C,Mens Upper,2886,0,0,History
3/22/2015,C,Mens Upper,2886,0,4,History
3/29/2015,C,Mens Upper,2886,0,1,History
4/5/2015,C,Mens Upper,2886,0,1,History
4/12/2015,C,Mens Upper,2886,0,1,History
4/19/2015,C,Mens Upper,2886,1,0,History
4/26/2015,C,Mens Upper,2886,0,0,History
5/3/2015,C,Mens Upper,2886,1,3,History
5/10/2015,C,Mens Upper,2886,0,4,History
5/17/2015,C,Mens Upper,2886,0,0,History
5/24/2015,C,Mens Upper,2886,3,3,History
5/31/2015,C,Mens Upper,2886,Not Available,1,Forecast
6/7/2015,C,Mens Upper,2886,Not Available,1,Forecast
6/14/2015,C,Mens Upper,2886,Not Available,0,Forecast
6/21/2015,C,Mens Upper,2886,Not Available,0,Forecast
6/28/2015,C,Mens Upper,2886,Not Available,0,Forecast
7/5/2015,C,Mens Upper,2886,Not Available,0,Forecast
7/12/2015,C,Mens Upper,2886,Not Available,0,Forecast
7/19/2015,C,Mens Upper,2886,Not Available,0,Forecast
7/26/2015,C,Mens Upper,2886,Not Available,0,Forecast
7/28/2013,A,Mens Upper,2887,0,2,History
8/4/2013,A,Mens Upper,2887,1,1,History
8/11/2013,A,Mens Upper,2887,9,5,History
8/18/2013,A,Mens Upper,2887,2,5,History
8/25/2013,A,Mens Upper,2887,0,1,History
9/1/2013,A,Mens Upper,2887,2,0,History
9/8/2013,A,Mens Upper,2887,2,2,History
9/15/2013,A,Mens Upper,2887,2,2,History
9/22/2013,A,Mens Upper,2887,0,1,History
9/29/2013,A,Mens Upper,2887,0,3,History
10/6/2013,A,Mens Upper,2887,0,0,History
10/13/2013,A,Mens Upper,2887,0,0,History
10/20/2013,A,Mens Upper,2887,0,1,History
10/27/2013,A,Mens Upper,2887,0,0,History
11/3/2013,A,Mens Upper,2887,0,0,History
11/10/2013,A,Mens Upper,2887,0,0,History
11/17/2013,A,Mens Upper,2887,0,1,History
11/24/2013,A,Mens Upper,2887,0,0,History
12/1/2013,A,Mens Upper,2887,0,0,History
12/8/2013,A,Mens Upper,2887,0,0,History
12/15/2013,A,Mens Upper,2887,0,0,History
12/22/2013,A,Mens Upper,2887,0,1,History
12/29/2013,A,Mens Upper,2887,0,0,History
1/5/2014,A,Mens Upper,2887,0,1,History
1/12/2014,A,Mens Upper,2887,0,0,History
1/19/2014,A,Mens Upper,2887,0,0,History
1/26/2014,A,Mens Upper,2887,0,1,History
2/2/2014,A,Mens Upper,2887,0,0,History
2/9/2014,A,Mens Upper,2887,0,0,History
2/16/2014,A,Mens Upper,2887,0,0,History
2/23/2014,A,Mens Upper,2887,2,1,History
3/2/2014,A,Mens Upper,2887,3,2,History
3/9/2014,A,Mens Upper,2887,2,3,History
3/16/2014,A,Mens Upper,2887,5,4,History
3/23/2014,A,Mens Upper,2887,1,2,History
3/30/2014,A,Mens Upper,2887,4,3,History
4/6/2014,A,Mens Upper,2887,3,1,History
4/13/2014,A,Mens Upper,2887,5,5,History
4/20/2014,A,Mens Upper,2887,6,4,History
4/27/2014,A,Mens Upper,2887,4,6,History
5/4/2014,A,Mens Upper,2887,5,5,History
5/11/2014,A,Mens Upper,2887,6,5,History
5/18/2014,A,Mens Upper,2887,3,5,History
5/25/2014,A,Mens Upper,2887,2,4,History
6/1/2014,A,Mens Upper,2887,5,6,History
6/8/2014,A,Mens Upper,2887,4,4,History
6/15/2014,A,Mens Upper,2887,7,3,History
6/22/2014,A,Mens Upper,2887,4,5,History
6/29/2014,A,Mens Upper,2887,2,3,History
7/6/2014,A,Mens Upper,2887,1,1,History
7/13/2014,A,Mens Upper,2887,1,3,History
7/20/2014,A,Mens Upper,2887,1,3,History
7/27/2014,A,Mens Upper,2887,2,1,History
8/3/2014,A,Mens Upper,2887,4,2,History
8/10/2014,A,Mens Upper,2887,2,6,History
8/17/2014,A,Mens Upper,2887,2,1,History
8/24/2014,A,Mens Upper,2887,0,0,History
8/31/2014,A,Mens Upper,2887,0,1,History
9/7/2014,A,Mens Upper,2887,0,1,History
9/14/2014,A,Mens Upper,2887,0,1,History
9/21/2014,A,Mens Upper,2887,1,0,History
9/28/2014,A,Mens Upper,2887,1,0,History
10/5/2014,A,Mens Upper,2887,0,0,History
10/12/2014,A,Mens Upper,2887,0,0,History
10/19/2014,A,Mens Upper,2887,1,0,History
10/26/2014,A,Mens Upper,2887,0,1,History
11/2/2014,A,Mens Upper,2887,0,1,History
11/9/2014,A,Mens Upper,2887,0,1,History
11/16/2014,A,Mens Upper,2887,0,0,History
11/23/2014,A,Mens Upper,2887,0,0,History
11/30/2014,A,Mens Upper,2887,0,0,History
12/7/2014,A,Mens Upper,2887,0,0,History
12/14/2014,A,Mens Upper,2887,0,1,History
12/21/2014,A,Mens Upper,2887,0,1,History
12/28/2014,A,Mens Upper,2887,0,0,History
1/4/2015,A,Mens Upper,2887,0,0,History
1/11/2015,A,Mens Upper,2887,0,0,History
1/18/2015,A,Mens Upper,2887,0,0,History
1/25/2015,A,Mens Upper,2887,0,0,History
2/1/2015,A,Mens Upper,2887,0,0,History
2/8/2015,A,Mens Upper,2887,0,0,History
2/15/2015,A,Mens Upper,2887,1,1,History
2/22/2015,A,Mens Upper,2887,1,1,History
3/1/2015,A,Mens Upper,2887,0,2,History
3/8/2015,A,Mens Upper,2887,2,1,History
3/15/2015,A,Mens Upper,2887,2,2,History
3/22/2015,A,Mens Upper,2887,2,1,History
3/29/2015,A,Mens Upper,2887,4,2,History
4/5/2015,A,Mens Upper,2887,0,2,History
4/12/2015,A,Mens Upper,2887,4,2,History
4/19/2015,A,Mens Upper,2887,2,2,History
4/26/2015,A,Mens Upper,2887,11,5,History
5/3/2015,A,Mens Upper,2887,3,5,History
5/10/2015,A,Mens Upper,2887,8,7,History
5/17/2015,A,Mens Upper,2887,1,4,History
5/24/2015,A,Mens Upper,2887,3,5,History
5/31/2015,A,Mens Upper,2887,Not Available,5,Forecast
6/7/2015,A,Mens Upper,2887,Not Available,3,Forecast
6/14/2015,A,Mens Upper,2887,Not Available,5,Forecast
6/21/2015,A,Mens Upper,2887,Not Available,3,Forecast
6/28/2015,A,Mens Upper,2887,Not Available,3,Forecast
7/5/2015,A,Mens Upper,2887,Not Available,1,Forecast
7/12/2015,A,Mens Upper,2887,Not Available,2,Forecast
7/19/2015,A,Mens Upper,2887,Not Available,2,Forecast
7/26/2015,A,Mens Upper,2887,Not Available,1,Forecast
9/21/2014,B,Mens Upper,2887,1,1,History
9/28/2014,B,Mens Upper,2887,12,12,History
10/5/2014,B,Mens Upper,2887,3,3,History
10/12/2014,B,Mens Upper,2887,0,0,History
10/19/2014,B,Mens Upper,2887,0,0,History
10/26/2014,B,Mens Upper,2887,1,1,History
11/2/2014,B,Mens Upper,2887,0,0,History
11/9/2014,B,Mens Upper,2887,0,2,History
11/16/2014,B,Mens Upper,2887,0,1,History
11/23/2014,B,Mens Upper,2887,0,0,History
11/30/2014,B,Mens Upper,2887,0,0,History
12/7/2014,B,Mens Upper,2887,0,0,History
12/14/2014,B,Mens Upper,2887,0,0,History
12/21/2014,B,Mens Upper,2887,0,0,History
12/28/2014,B,Mens Upper,2887,0,0,History
1/4/2015,B,Mens Upper,2887,0,0,History
1/11/2015,B,Mens Upper,2887,0,0,History
1/18/2015,B,Mens Upper,2887,0,0,History
1/25/2015,B,Mens Upper,2887,1,0,History
2/1/2015,B,Mens Upper,2887,1,2,History
2/8/2015,B,Mens Upper,2887,1,2,History
2/15/2015,B,Mens Upper,2887,2,2,History
2/22/2015,B,Mens Upper,2887,4,2,History
3/1/2015,B,Mens Upper,2887,3,3,History
3/8/2015,B,Mens Upper,2887,3,3,History
3/15/2015,B,Mens Upper,2887,8,2,History
3/22/2015,B,Mens Upper,2887,4,8,History
3/29/2015,B,Mens Upper,2887,5,7,History
4/5/2015,B,Mens Upper,2887,9,7,History
4/12/2015,B,Mens Upper,2887,6,9,History
4/19/2015,B,Mens Upper,2887,7,8,History
4/26/2015,B,Mens Upper,2887,1,7,History
5/3/2015,B,Mens Upper,2887,3,4,History
5/10/2015,B,Mens Upper,2887,6,5,History
5/17/2015,B,Mens Upper,2887,5,4,History
5/24/2015,B,Mens Upper,2887,1,4,History
5/31/2015,B,Mens Upper,2887,Not Available,2,Forecast
6/7/2015,B,Mens Upper,2887,Not Available,1,Forecast
6/14/2015,B,Mens Upper,2887,Not Available,0,Forecast
6/21/2015,B,Mens Upper,2887,Not Available,0,Forecast
6/28/2015,B,Mens Upper,2887,Not Available,0,Forecast
7/5/2015,B,Mens Upper,2887,Not Available,0,Forecast
7/12/2015,B,Mens Upper,2887,Not Available,0,Forecast
7/19/2015,B,Mens Upper,2887,Not Available,0,Forecast
7/26/2015,B,Mens Upper,2887,Not Available,0,Forecast
7/28/2013,C,Mens Upper,2887,1,0,History
8/4/2013,C,Mens Upper,2887,1,1,History
8/11/2013,C,Mens Upper,2887,0,3,History
8/18/2013,C,Mens Upper,2887,1,5,History
8/25/2013,C,Mens Upper,2887,0,0,History
9/1/2013,C,Mens Upper,2887,0,1,History
9/8/2013,C,Mens Upper,2887,0,0,History
9/15/2013,C,Mens Upper,2887,0,0,History
9/22/2013,C,Mens Upper,2887,0,0,History
9/29/2013,C,Mens Upper,2887,1,0,History
10/6/2013,C,Mens Upper,2887,0,0,History
10/13/2013,C,Mens Upper,2887,0,1,History
10/20/2013,C,Mens Upper,2887,0,1,History
10/27/2013,C,Mens Upper,2887,0,0,History
11/3/2013,C,Mens Upper,2887,1,0,History
11/10/2013,C,Mens Upper,2887,0,0,History
11/17/2013,C,Mens Upper,2887,0,0,History
11/24/2013,C,Mens Upper,2887,0,0,History
12/1/2013,C,Mens Upper,2887,0,1,History
12/8/2013,C,Mens Upper,2887,0,0,History
12/15/2013,C,Mens Upper,2887,0,0,History
12/22/2013,C,Mens Upper,2887,0,0,History
12/29/2013,C,Mens Upper,2887,1,0,History
1/5/2014,C,Mens Upper,2887,0,1,History
1/12/2014,C,Mens Upper,2887,0,0,History
1/19/2014,C,Mens Upper,2887,0,1,History
1/26/2014,C,Mens Upper,2887,0,0,History
2/2/2014,C,Mens Upper,2887,0,0,History
2/9/2014,C,Mens Upper,2887,0,1,History
2/16/2014,C,Mens Upper,2887,1,0,History
2/23/2014,C,Mens Upper,2887,1,2,History
3/2/2014,C,Mens Upper,2887,2,1,History
3/9/2014,C,Mens Upper,2887,0,2,History
3/16/2014,C,Mens Upper,2887,1,2,History
3/23/2014,C,Mens Upper,2887,0,0,History
3/30/2014,C,Mens Upper,2887,3,1,History
4/6/2014,C,Mens Upper,2887,0,2,History
4/13/2014,C,Mens Upper,2887,4,1,History
4/20/2014,C,Mens Upper,2887,11,8,History
4/27/2014,C,Mens Upper,2887,5,5,History
5/4/2014,C,Mens Upper,2887,4,4,History
5/11/2014,C,Mens Upper,2887,3,3,History
5/18/2014,C,Mens Upper,2887,3,3,History
5/25/2014,C,Mens Upper,2887,1,2,History
6/1/2014,C,Mens Upper,2887,6,6,History
6/8/2014,C,Mens Upper,2887,9,9,History
6/15/2014,C,Mens Upper,2887,9,7,History
6/22/2014,C,Mens Upper,2887,6,6,History
6/29/2014,C,Mens Upper,2887,4,5,History
7/6/2014,C,Mens Upper,2887,1,3,History
7/13/2014,C,Mens Upper,2887,0,0,History
7/20/2014,C,Mens Upper,2887,2,3,History
7/27/2014,C,Mens Upper,2887,3,5,History
8/3/2014,C,Mens Upper,2887,4,4,History
8/10/2014,C,Mens Upper,2887,9,6,History
8/17/2014,C,Mens Upper,2887,14,10,History
8/24/2014,C,Mens Upper,2887,1,4,History
8/31/2014,C,Mens Upper,2887,1,0,History
9/7/2014,C,Mens Upper,2887,1,3,History
9/14/2014,C,Mens Upper,2887,0,1,History
9/21/2014,C,Mens Upper,2887,0,0,History
9/28/2014,C,Mens Upper,2887,2,5,History
10/5/2014,C,Mens Upper,2887,0,1,History
10/12/2014,C,Mens Upper,2887,0,0,History
10/19/2014,C,Mens Upper,2887,1,0,History
10/26/2014,C,Mens Upper,2887,1,1,History
11/2/2014,C,Mens Upper,2887,0,1,History
11/9/2014,C,Mens Upper,2887,0,0,History
11/16/2014,C,Mens Upper,2887,0,0,History
11/23/2014,C,Mens Upper,2887,0,0,History
11/30/2014,C,Mens Upper,2887,1,0,History
12/7/2014,C,Mens Upper,2887,0,1,History
12/14/2014,C,Mens Upper,2887,0,0,History
12/21/2014,C,Mens Upper,2887,0,0,History
12/28/2014,C,Mens Upper,2887,0,0,History
1/4/2015,C,Mens Upper,2887,0,0,History
1/11/2015,C,Mens Upper,2887,0,0,History
1/18/2015,C,Mens Upper,2887,1,0,History
1/25/2015,C,Mens Upper,2887,0,0,History
2/1/2015,C,Mens Upper,2887,1,1,History
2/8/2015,C,Mens Upper,2887,2,1,History
2/15/2015,C,Mens Upper,2887,0,1,History
2/22/2015,C,Mens Upper,2887,0,0,History
3/1/2015,C,Mens Upper,2887,0,1,History
3/8/2015,C,Mens Upper,2887,3,0,History
3/15/2015,C,Mens Upper,2887,4,3,History
3/22/2015,C,Mens Upper,2887,1,2,History
3/29/2015,C,Mens Upper,2887,1,1,History
4/5/2015,C,Mens Upper,2887,1,1,History
4/12/2015,C,Mens Upper,2887,1,1,History
4/19/2015,C,Mens Upper,2887,3,5,History
4/26/2015,C,Mens Upper,2887,1,2,History
5/3/2015,C,Mens Upper,2887,0,2,History
5/10/2015,C,Mens Upper,2887,0,0,History
5/17/2015,C,Mens Upper,2887,1,1,History
5/24/2015,C,Mens Upper,2887,2,1,History
5/31/2015,C,Mens Upper,2887,Not Available,3,Forecast
6/7/2015,C,Mens Upper,2887,Not Available,3,Forecast
6/14/2015,C,Mens Upper,2887,Not Available,5,Forecast
6/21/2015,C,Mens Upper,2887,Not Available,1,Forecast
6/28/2015,C,Mens Upper,2887,Not Available,2,Forecast
7/5/2015,C,Mens Upper,2887,Not Available,1,Forecast
7/12/2015,C,Mens Upper,2887,Not Available,0,Forecast
7/19/2015,C,Mens Upper,2887,Not Available,1,Forecast
7/26/2015,C,Mens Upper,2887,Not Available,1,Forecast
7/28/2013,A,Mens Upper,19453,0,0,History
8/4/2013,A,Mens Upper,19453,0,1,History
8/11/2013,A,Mens Upper,19453,0,0,History
8/18/2013,A,Mens Upper,19453,0,0,History
8/25/2013,A,Mens Upper,19453,0,0,History
9/1/2013,A,Mens Upper,19453,0,0,History
9/8/2013,A,Mens Upper,19453,0,0,History
9/15/2013,A,Mens Upper,19453,0,0,History
9/22/2013,A,Mens Upper,19453,0,5,History
9/29/2013,A,Mens Upper,19453,0,4,History
10/6/2013,A,Mens Upper,19453,0,2,History
10/13/2013,A,Mens Upper,19453,0,0,History
10/20/2013,A,Mens Upper,19453,0,5,History
10/27/2013,A,Mens Upper,19453,0,0,History
11/3/2013,A,Mens Upper,19453,0,0,History
11/10/2013,A,Mens Upper,19453,0,0,History
11/17/2013,A,Mens Upper,19453,0,1,History
11/24/2013,A,Mens Upper,19453,0,1,History
12/1/2013,A,Mens Upper,19453,0,1,History
12/8/2013,A,Mens Upper,19453,0,0,History
12/15/2013,A,Mens Upper,19453,0,1,History
12/22/2013,A,Mens Upper,19453,0,1,History
12/29/2013,A,Mens Upper,19453,0,0,History
1/5/2014,A,Mens Upper,19453,0,2,History
1/12/2014,A,Mens Upper,19453,0,2,History
1/19/2014,A,Mens Upper,19453,0,2,History
1/26/2014,A,Mens Upper,19453,0,1,History
2/2/2014,A,Mens Upper,19453,4,2,History
2/9/2014,A,Mens Upper,19453,3,6,History
2/16/2014,A,Mens Upper,19453,1,1,History
2/23/2014,A,Mens Upper,19453,1,5,History
3/2/2014,A,Mens Upper,19453,2,6,History
3/9/2014,A,Mens Upper,19453,4,1,History
3/16/2014,A,Mens Upper,19453,1,3,History
3/23/2014,A,Mens Upper,19453,2,0,History
3/30/2014,A,Mens Upper,19453,4,0,History
4/6/2014,A,Mens Upper,19453,1,2,History
4/13/2014,A,Mens Upper,19453,6,5,History
4/20/2014,A,Mens Upper,19453,9,8,History
4/27/2014,A,Mens Upper,19453,13,10,History
5/4/2014,A,Mens Upper,19453,8,4,History
5/11/2014,A,Mens Upper,19453,12,12,History
5/18/2014,A,Mens Upper,19453,7,11,History
5/25/2014,A,Mens Upper,19453,7,10,History
6/1/2014,A,Mens Upper,19453,21,10,History
6/8/2014,A,Mens Upper,19453,19,18,History
6/15/2014,A,Mens Upper,19453,20,18,History
6/22/2014,A,Mens Upper,19453,15,18,History
6/29/2014,A,Mens Upper,19453,10,15,History
7/6/2014,A,Mens Upper,19453,17,15,History
7/13/2014,A,Mens Upper,19453,19,16,History
7/20/2014,A,Mens Upper,19453,25,23,History
7/27/2014,A,Mens Upper,19453,10,18,History
8/3/2014,A,Mens Upper,19453,21,21,History
8/10/2014,A,Mens Upper,19453,6,12,History
8/17/2014,A,Mens Upper,19453,1,9,History
8/24/2014,A,Mens Upper,19453,0,5,History
8/31/2014,A,Mens Upper,19453,0,1,History
9/7/2014,A,Mens Upper,19453,0,4,History
9/14/2014,A,Mens Upper,19453,0,0,History
9/21/2014,A,Mens Upper,19453,17,9,History
9/28/2014,A,Mens Upper,19453,15,8,History
10/5/2014,A,Mens Upper,19453,8,10,History
10/12/2014,A,Mens Upper,19453,6,8,History
10/19/2014,A,Mens Upper,19453,25,13,History
10/26/2014,A,Mens Upper,19453,7,16,History
11/2/2014,A,Mens Upper,19453,1,7,History
11/9/2014,A,Mens Upper,19453,0,8,History
11/16/2014,A,Mens Upper,19453,0,1,History
11/23/2014,A,Mens Upper,19453,0,0,History
11/30/2014,A,Mens Upper,19453,0,0,History
12/7/2014,A,Mens Upper,19453,0,1,History
12/14/2014,A,Mens Upper,19453,0,1,History
12/21/2014,A,Mens Upper,19453,0,0,History
12/28/2014,A,Mens Upper,19453,0,2,History
1/4/2015,A,Mens Upper,19453,0,0,History
1/11/2015,A,Mens Upper,19453,0,0,History
1/18/2015,A,Mens Upper,19453,0,1,History
1/25/2015,A,Mens Upper,19453,3,3,History
2/1/2015,A,Mens Upper,19453,0,3,History
2/8/2015,A,Mens Upper,19453,0,2,History
2/15/2015,A,Mens Upper,19453,1,1,History
2/22/2015,A,Mens Upper,19453,0,1,History
3/1/2015,A,Mens Upper,19453,0,2,History
3/8/2015,A,Mens Upper,19453,4,0,History
3/15/2015,A,Mens Upper,19453,9,4,History
3/22/2015,A,Mens Upper,19453,3,3,History
3/29/2015,A,Mens Upper,19453,4,0,History
4/5/2015,A,Mens Upper,19453,12,6,History
4/12/2015,A,Mens Upper,19453,8,9,History
4/19/2015,A,Mens Upper,19453,8,10,History
4/26/2015,A,Mens Upper,19453,14,11,History
5/3/2015,A,Mens Upper,19453,1,9,History
5/10/2015,A,Mens Upper,19453,15,7,History
5/17/2015,A,Mens Upper,19453,10,9,History
5/24/2015,A,Mens Upper,19453,12,15,History
5/31/2015,A,Mens Upper,19453,Not Available,11,Forecast
6/7/2015,A,Mens Upper,19453,Not Available,12,Forecast
6/14/2015,A,Mens Upper,19453,Not Available,13,Forecast
6/21/2015,A,Mens Upper,19453,Not Available,13,Forecast
6/28/2015,A,Mens Upper,19453,Not Available,10,Forecast
7/5/2015,A,Mens Upper,19453,Not Available,11,Forecast
7/12/2015,A,Mens Upper,19453,Not Available,15,Forecast
7/19/2015,A,Mens Upper,19453,Not Available,12,Forecast
7/26/2015,A,Mens Upper,19453,Not Available,5,Forecast
9/21/2014,B,Mens Upper,19453,7,7,History
9/28/2014,B,Mens Upper,19453,61,61,History
10/5/2014,B,Mens Upper,19453,10,10,History
10/12/2014,B,Mens Upper,19453,7,7,History
10/19/2014,B,Mens Upper,19453,3,3,History
10/26/2014,B,Mens Upper,19453,2,2,History
11/2/2014,B,Mens Upper,19453,3,3,History
11/9/2014,B,Mens Upper,19453,0,11,History
11/16/2014,B,Mens Upper,19453,4,8,History
11/23/2014,B,Mens Upper,19453,2,1,History
11/30/2014,B,Mens Upper,19453,2,0,History
12/7/2014,B,Mens Upper,19453,0,0,History
12/14/2014,B,Mens Upper,19453,0,0,History
12/21/2014,B,Mens Upper,19453,0,1,History
12/28/2014,B,Mens Upper,19453,1,0,History
1/4/2015,B,Mens Upper,19453,2,2,History
1/11/2015,B,Mens Upper,19453,2,1,History
1/18/2015,B,Mens Upper,19453,4,0,History
1/25/2015,B,Mens Upper,19453,13,0,History
2/1/2015,B,Mens Upper,19453,0,9,History
2/8/2015,B,Mens Upper,19453,4,7,History
2/15/2015,B,Mens Upper,19453,7,2,History
2/22/2015,B,Mens Upper,19453,9,9,History
3/1/2015,B,Mens Upper,19453,17,9,History
3/8/2015,B,Mens Upper,19453,9,13,History
3/15/2015,B,Mens Upper,19453,12,9,History
3/22/2015,B,Mens Upper,19453,13,9,History
3/29/2015,B,Mens Upper,19453,12,16,History
4/5/2015,B,Mens Upper,19453,5,13,History
4/12/2015,B,Mens Upper,19453,14,13,History
4/19/2015,B,Mens Upper,19453,11,15,History
4/26/2015,B,Mens Upper,19453,8,10,History
5/3/2015,B,Mens Upper,19453,9,8,History
5/10/2015,B,Mens Upper,19453,9,7,History
5/17/2015,B,Mens Upper,19453,14,9,History
5/24/2015,B,Mens Upper,19453,17,10,History
5/31/2015,B,Mens Upper,19453,Not Available,19,Forecast
6/7/2015,B,Mens Upper,19453,Not Available,21,Forecast
6/14/2015,B,Mens Upper,19453,Not Available,19,Forecast
6/21/2015,B,Mens Upper,19453,Not Available,20,Forecast
6/28/2015,B,Mens Upper,19453,Not Available,19,Forecast
7/5/2015,B,Mens Upper,19453,Not Available,22,Forecast
7/12/2015,B,Mens Upper,19453,Not Available,22,Forecast
7/19/2015,B,Mens Upper,19453,Not Available,26,Forecast
7/26/2015,B,Mens Upper,19453,Not Available,28,Forecast
7/28/2013,C,Mens Upper,19453,0,1,History
8/4/2013,C,Mens Upper,19453,0,1,History
8/11/2013,C,Mens Upper,19453,0,3,History
8/18/2013,C,Mens Upper,19453,0,0,History
8/25/2013,C,Mens Upper,19453,0,1,History
9/1/2013,C,Mens Upper,19453,0,0,History
9/8/2013,C,Mens Upper,19453,0,0,History
9/15/2013,C,Mens Upper,19453,0,1,History
9/22/2013,C,Mens Upper,19453,0,0,History
9/29/2013,C,Mens Upper,19453,0,0,History
10/6/2013,C,Mens Upper,19453,0,0,History
10/13/2013,C,Mens Upper,19453,0,0,History
10/20/2013,C,Mens Upper,19453,0,1,History
10/27/2013,C,Mens Upper,19453,0,0,History
11/3/2013,C,Mens Upper,19453,0,1,History
11/10/2013,C,Mens Upper,19453,0,4,History
11/17/2013,C,Mens Upper,19453,0,1,History
11/24/2013,C,Mens Upper,19453,0,0,History
12/1/2013,C,Mens Upper,19453,0,0,History
12/8/2013,C,Mens Upper,19453,0,1,History
12/15/2013,C,Mens Upper,19453,0,1,History
12/22/2013,C,Mens Upper,19453,0,0,History
12/29/2013,C,Mens Upper,19453,0,0,History
1/5/2014,C,Mens Upper,19453,0,0,History
1/12/2014,C,Mens Upper,19453,0,1,History
1/19/2014,C,Mens Upper,19453,0,0,History
1/26/2014,C,Mens Upper,19453,0,1,History
2/2/2014,C,Mens Upper,19453,0,1,History
2/9/2014,C,Mens Upper,19453,0,0,History
2/16/2014,C,Mens Upper,19453,0,1,History
